sale_date,product_id,total_items_sold,total_revenue
2024-06-03,38,15,1295.00
2024-06-03,5,7,615.00
2024-06-03,6,5,575.00
2024-06-03,8,3,435.00
2024-06-03,36,15,375.00
2024-06-03,39,2,255.00
2024-06-02,1,1735,113480.00
2024-06-02,2,612,52520.00
2024-06-02,45,188,19250.00
2024-06-02,17,157,18480.00
2024-06-02,15,157,18455.00
2024-06-02,44,194,15840.00
2024-06-02,3,115,13625.00
2024-06-02,20,75,8750.00
2024-06-02,16,51,7850.00
2024-06-02,18,50,7635.00
2024-06-02,46,34,4450.00
2024-06-02,19,23,3685.00
2024-06-02,7,14,1685.00
2024-06-02,4,16,1055.00
2024-06-02,37,16,1040.00
2024-06-02,38,8,700.00
2024-06-02,8,4,685.00
2024-06-02,5,7,595.00
2024-06-02,6,4,510.00
2024-06-02,36,2,50.00
2024-06-01,1,1955,128290.00
2024-06-01,2,698,60190.00
2024-06-01,17,182,21705.00
2024-06-01,15,181,21665.00
2024-06-01,44,208,17120.00
2024-06-01,3,137,16105.00
2024-06-01,45,150,15150.00
2024-06-01,20,116,13690.00
2024-06-01,16,53,8245.00
2024-06-01,18,36,5325.00
2024-06-01,46,32,4280.00
2024-06-01,19,17,2535.00
2024-06-01,37,25,1640.00
2024-06-01,7,13,1570.00
2024-06-01,38,17,1485.00
2024-06-01,4,17,1165.00
2024-06-01,8,4,580.00
2024-06-01,6,5,575.00
2024-06-01,5,5,425.00
2024-06-01,39,2,230.00
2024-06-01,36,6,150.00
2024-05-31,1,1685,110650.00
2024-05-31,2,601,51925.00
2024-05-31,17,184,21535.00
2024-05-31,15,170,20600.00
2024-05-31,45,181,18350.00
2024-05-31,44,195,15900.00
2024-05-31,3,112,13055.00
2024-05-31,20,91,10665.00
2024-05-31,16,49,7210.00
2024-05-31,18,45,6630.00
2024-05-31,46,23,3110.00
2024-05-31,37,34,2255.00
2024-05-31,19,15,2210.00
2024-05-31,7,12,1455.00
2024-05-31,5,10,870.00
2024-05-31,38,10,850.00
2024-05-31,6,5,575.00
2024-05-31,4,8,550.00
2024-05-31,39,4,510.00
2024-05-31,8,3,435.00
2024-05-31,36,2,50.00
2024-05-30,1,1645,107750.00
2024-05-30,2,515,44455.00
2024-05-30,15,178,21195.00
2024-05-30,17,165,19300.00
2024-05-30,45,140,14125.00
2024-05-30,44,165,13380.00
2024-05-30,20,98,11345.00
2024-05-30,3,96,11240.00
2024-05-30,16,46,6950.00
2024-05-30,18,41,6085.00
2024-05-30,46,28,3790.00
2024-05-30,19,18,2715.00
2024-05-30,37,25,1655.00
2024-05-30,7,9,1035.00
2024-05-30,38,10,870.00
2024-05-30,8,5,725.00
2024-05-30,4,10,650.00
2024-05-30,6,5,600.00
2024-05-30,39,4,485.00
2024-05-30,5,3,255.00
2024-05-30,36,1,25.00
2024-05-29,1,1805,118090.00
2024-05-29,2,578,49470.00
2024-05-29,17,161,18715.00
2024-05-29,15,143,17020.00
2024-05-29,44,192,15720.00
2024-05-29,3,125,14675.00
2024-05-29,45,130,13175.00
2024-05-29,20,80,9350.00
2024-05-29,16,49,7245.00
2024-05-29,18,41,6190.00
2024-05-29,46,29,4070.00
2024-05-29,19,15,2210.00
2024-05-29,37,25,1640.00
2024-05-29,7,13,1570.00
2024-05-29,38,17,1445.00
2024-05-29,5,16,1380.00
2024-05-29,4,18,1200.00
2024-05-29,39,5,600.00
2024-05-29,6,2,230.00
2024-05-29,8,1,145.00
2024-05-29,36,4,100.00
2024-05-28,1,1593,104145.00
2024-05-28,2,463,40035.00
2024-05-28,15,148,17820.00
2024-05-28,17,148,17420.00
2024-05-28,44,168,13640.00
2024-05-28,3,107,12705.00
2024-05-28,45,119,12050.00
2024-05-28,20,69,8085.00
2024-05-28,18,50,7390.00
2024-05-28,16,33,4890.00
2024-05-28,46,28,3820.00
2024-05-28,19,20,2970.00
2024-05-28,7,16,1940.00
2024-05-28,37,29,1915.00
2024-05-28,4,19,1250.00
2024-05-28,5,11,935.00
2024-05-28,8,4,615.00
2024-05-28,38,7,595.00
2024-05-28,6,1,115.00
2024-05-28,39,1,115.00
2024-05-27,1,1584,103680.00
2024-05-27,2,506,43770.00
2024-05-27,17,145,17100.00
2024-05-27,15,138,16470.00
2024-05-27,44,174,14300.00
2024-05-27,45,129,13050.00
2024-05-27,3,109,12685.00
2024-05-27,20,82,9555.00
2024-05-27,18,41,6120.00
2024-05-27,16,36,5465.00
2024-05-27,46,20,2630.00
2024-05-27,7,10,1150.00
2024-05-27,37,17,1120.00
2024-05-27,4,16,1055.00
2024-05-27,19,6,905.00
2024-05-27,8,4,650.00
2024-05-27,38,6,510.00
2024-05-27,6,3,345.00
2024-05-27,5,1,85.00
2024-05-26,1,1765,115415.00
2024-05-26,2,584,50540.00
2024-05-26,17,174,20510.00
2024-05-26,15,167,20130.00
2024-05-26,45,166,16825.00
2024-05-26,44,187,15240.00
2024-05-26,3,118,14020.00
2024-05-26,20,90,10525.00
2024-05-26,16,44,6555.00
2024-05-26,18,38,5650.00
2024-05-26,46,26,3650.00
2024-05-26,19,20,2935.00
2024-05-26,4,20,1330.00
2024-05-26,7,9,1085.00
2024-05-26,38,10,870.00
2024-05-26,37,12,810.00
2024-05-26,5,7,595.00
2024-05-26,39,3,345.00
2024-05-26,6,3,345.00
2024-05-26,8,2,290.00
2024-05-25,1,1492,97505.00
2024-05-25,2,491,42195.00
2024-05-25,15,155,18325.00
2024-05-25,45,166,16925.00
2024-05-25,17,143,16570.00
2024-05-25,44,163,13160.00
2024-05-25,3,91,10590.00
2024-05-25,20,78,9045.00
2024-05-25,16,40,6080.00
2024-05-25,18,39,5865.00
2024-05-25,46,26,3440.00
2024-05-25,19,17,2500.00
2024-05-25,7,14,1610.00
2024-05-25,8,6,870.00
2024-05-25,37,11,715.00
2024-05-25,38,8,680.00
2024-05-25,4,10,650.00
2024-05-25,5,7,595.00
2024-05-25,6,4,460.00
2024-05-25,39,2,280.00
2024-05-24,1,709,46430.00
2024-05-24,2,261,22545.00
2024-05-24,15,87,10380.00
2024-05-24,17,75,8900.00
2024-05-24,3,68,8020.00
2024-05-24,45,76,7775.00
2024-05-24,44,92,7500.00
2024-05-24,20,41,4840.00
2024-05-24,18,20,3005.00
2024-05-24,16,18,2680.00
2024-05-24,46,11,1490.00
2024-05-24,19,6,905.00
2024-05-24,7,7,805.00
2024-05-24,38,7,595.00
2024-05-24,37,9,585.00
2024-05-24,4,2,145.00
2024-05-24,6,1,140.00
2024-05-24,39,1,115.00
2024-05-24,5,1,85.00
2024-05-23,1,1578,103845.00
2024-05-23,2,523,45075.00
2024-05-23,17,167,19530.00
2024-05-23,15,143,17045.00
2024-05-23,45,147,15050.00
2024-05-23,44,130,10680.00
2024-05-23,3,86,9990.00
2024-05-23,20,70,8225.00
2024-05-23,16,35,5355.00
2024-05-23,18,29,4345.00
2024-05-23,46,31,4300.00
2024-05-23,5,15,1315.00
2024-05-23,7,11,1265.00
2024-05-23,19,8,1195.00
2024-05-23,4,15,1005.00
2024-05-23,6,8,970.00
2024-05-23,38,10,850.00
2024-05-23,8,5,725.00
2024-05-23,37,11,715.00
2024-05-22,1,1364,89620.00
2024-05-22,2,484,42060.00
2024-05-22,15,154,18360.00
2024-05-22,17,132,15455.00
2024-05-22,44,157,12960.00
2024-05-22,3,109,12835.00
2024-05-22,45,120,12375.00
2024-05-22,20,66,7740.00
2024-05-22,18,41,6190.00
2024-05-22,16,27,3915.00
2024-05-22,46,19,2590.00
2024-05-22,19,12,1740.00
2024-05-22,37,24,1635.00
2024-05-22,7,12,1430.00
2024-05-22,6,8,945.00
2024-05-22,4,13,845.00
2024-05-22,38,5,425.00
2024-05-22,5,5,425.00
2024-05-22,8,2,325.00
2024-05-22,39,2,230.00
2024-05-21,1,1366,89855.00
2024-05-21,2,494,42690.00
2024-05-21,15,150,17600.00
2024-05-21,17,140,16450.00
2024-05-21,44,178,14680.00
2024-05-21,45,126,12750.00
2024-05-21,3,95,11350.00
2024-05-21,20,64,7585.00
2024-05-21,18,37,5400.00
2024-05-21,16,24,3515.00
2024-05-21,46,20,2660.00
2024-05-21,19,16,2390.00
2024-05-21,7,9,1060.00
2024-05-21,37,14,910.00
2024-05-21,4,13,845.00
2024-05-21,38,7,595.00
2024-05-21,5,6,530.00
2024-05-21,6,4,485.00
2024-05-21,39,3,370.00
2024-05-21,8,1,180.00
2024-05-20,1,1695,111345.00
2024-05-20,2,644,55840.00
2024-05-20,15,166,19665.00
2024-05-20,17,149,17335.00
2024-05-20,44,177,14560.00
2024-05-20,45,140,14350.00
2024-05-20,3,112,13205.00
2024-05-20,20,78,9120.00
2024-05-20,16,46,6775.00
2024-05-20,18,38,5650.00
2024-05-20,46,21,2760.00
2024-05-20,7,15,1775.00
2024-05-20,19,12,1740.00
2024-05-20,37,24,1605.00
2024-05-20,38,12,1060.00
2024-05-20,4,13,875.00
2024-05-20,5,8,680.00
2024-05-20,39,2,230.00
2024-05-19,1,1904,124660.00
2024-05-19,2,648,55740.00
2024-05-19,15,191,22915.00
2024-05-19,17,175,20975.00
2024-05-19,45,181,18350.00
2024-05-19,44,218,17880.00
2024-05-19,3,126,14840.00
2024-05-19,20,87,10280.00
2024-05-19,16,56,8365.00
2024-05-19,18,40,5870.00
2024-05-19,46,24,3180.00
2024-05-19,19,19,2895.00
2024-05-19,7,19,2260.00
2024-05-19,37,27,1800.00
2024-05-19,4,27,1770.00
2024-05-19,5,9,805.00
2024-05-19,38,9,765.00
2024-05-19,6,5,600.00
2024-05-19,8,4,580.00
2024-05-18,1,2129,139345.00
2024-05-18,2,714,61690.00
2024-05-18,15,195,22975.00
2024-05-18,17,194,22835.00
2024-05-18,44,259,21280.00
2024-05-18,45,167,17050.00
2024-05-18,3,132,15555.00
2024-05-18,20,94,10985.00
2024-05-18,16,57,8755.00
2024-05-18,18,39,5795.00
2024-05-18,46,29,3890.00
2024-05-18,37,42,2760.00
2024-05-18,19,12,1775.00
2024-05-18,7,12,1455.00
2024-05-18,4,21,1410.00
2024-05-18,5,16,1400.00
2024-05-18,38,12,1020.00
2024-05-18,39,6,690.00
2024-05-18,6,4,460.00
2024-05-18,8,2,290.00
2024-05-17,1,1789,117155.00
2024-05-17,2,576,50080.00
2024-05-17,17,208,24845.00
2024-05-17,15,142,16880.00
2024-05-17,45,148,15150.00
2024-05-17,3,122,14230.00
2024-05-17,44,171,14100.00
2024-05-17,20,102,12005.00
2024-05-17,18,44,6485.00
2024-05-17,16,36,5430.00
2024-05-17,46,24,3150.00
2024-05-17,37,33,2145.00
2024-05-17,19,13,1885.00
2024-05-17,7,12,1430.00
2024-05-17,38,13,1125.00
2024-05-17,4,15,975.00
2024-05-17,5,9,785.00
2024-05-17,8,2,290.00
2024-05-17,39,2,230.00
2024-05-17,6,2,230.00
2024-05-17,36,5,125.00
2024-05-16,1,1673,109720.00
2024-05-16,2,654,56350.00
2024-05-16,15,155,18475.00
2024-05-16,17,157,18380.00
2024-05-16,45,150,15225.00
2024-05-16,3,98,11570.00
2024-05-16,44,117,9540.00
2024-05-16,20,68,7845.00
2024-05-16,16,47,7130.00
2024-05-16,18,41,6190.00
2024-05-16,46,21,2760.00
2024-05-16,19,17,2535.00
2024-05-16,7,16,1865.00
2024-05-16,4,21,1380.00
2024-05-16,37,21,1365.00
2024-05-16,5,10,850.00
2024-05-16,6,7,830.00
2024-05-16,39,4,460.00
2024-05-16,38,4,340.00
2024-05-16,8,2,290.00
2024-05-16,36,4,100.00
2024-05-15,1,1314,86295.00
2024-05-15,2,406,35190.00
2024-05-15,15,177,20980.00
2024-05-15,17,133,15570.00
2024-05-15,3,91,10665.00
2024-05-15,44,122,9960.00
2024-05-15,45,94,9550.00
2024-05-15,16,46,6915.00
2024-05-15,20,50,5900.00
2024-05-15,18,28,4130.00
2024-05-15,46,17,2300.00
2024-05-15,19,9,1305.00
2024-05-15,37,11,715.00
2024-05-15,7,5,650.00
2024-05-15,4,9,600.00
2024-05-15,5,6,510.00
2024-05-15,38,5,465.00
2024-05-15,6,2,255.00
2024-05-15,8,1,180.00
2024-05-15,36,6,150.00
2024-05-14,1,1069,70310.00
2024-05-14,2,422,36610.00
2024-05-14,15,123,14620.00
2024-05-14,17,110,13000.00
2024-05-14,44,105,8560.00
2024-05-14,45,80,8125.00
2024-05-14,3,69,8110.00
2024-05-14,20,58,6745.00
2024-05-14,16,26,3875.00
2024-05-14,46,16,2140.00
2024-05-14,18,14,2030.00
2024-05-14,7,14,1660.00
2024-05-14,8,7,1120.00
2024-05-14,19,7,1015.00
2024-05-14,4,10,650.00
2024-05-14,37,10,650.00
2024-05-14,5,6,510.00
2024-05-14,38,5,445.00
2024-05-14,6,2,230.00
2024-05-13,1,1187,77680.00
2024-05-13,2,451,39275.00
2024-05-13,15,146,17290.00
2024-05-13,17,119,14035.00
2024-05-13,3,108,12945.00
2024-05-13,45,117,11950.00
2024-05-13,44,109,8960.00
2024-05-13,20,51,5965.00
2024-05-13,16,33,4995.00
2024-05-13,18,27,3985.00
2024-05-13,46,26,3590.00
2024-05-13,7,14,1685.00
2024-05-13,19,10,1450.00
2024-05-13,5,10,850.00
2024-05-13,6,7,830.00
2024-05-13,4,11,730.00
2024-05-13,38,8,700.00
2024-05-13,37,10,665.00
2024-05-13,8,4,580.00
2024-05-13,39,3,345.00
2024-05-13,36,2,50.00
2024-05-12,1,1680,110010.00
2024-05-12,2,601,51945.00
2024-05-12,15,194,23685.00
2024-05-12,17,166,19990.00
2024-05-12,45,162,16550.00
2024-05-12,44,141,11540.00
2024-05-12,3,94,10985.00
2024-05-12,20,83,9795.00
2024-05-12,16,56,8435.00
2024-05-12,18,34,5175.00
2024-05-12,46,28,3700.00
2024-05-12,19,16,2355.00
2024-05-12,7,11,1265.00
2024-05-12,37,18,1215.00
2024-05-12,5,11,955.00
2024-05-12,4,13,845.00
2024-05-12,39,5,600.00
2024-05-12,38,6,510.00
2024-05-12,8,2,290.00
2024-05-12,6,2,230.00
2024-05-12,36,5,125.00
2024-05-11,1,1429,93920.00
2024-05-11,2,551,47855.00
2024-05-11,15,185,21775.00
2024-05-11,17,135,15850.00
2024-05-11,45,132,13525.00
2024-05-11,3,106,12515.00
2024-05-11,44,145,11800.00
2024-05-11,20,78,9270.00
2024-05-11,16,45,6805.00
2024-05-11,18,28,4270.00
2024-05-11,37,36,2385.00
2024-05-11,46,16,2170.00
2024-05-11,19,13,1920.00
2024-05-11,7,13,1545.00
2024-05-11,38,8,700.00
2024-05-11,5,6,510.00
2024-05-11,39,4,510.00
2024-05-11,4,7,455.00
2024-05-11,8,2,325.00
2024-05-11,6,2,230.00
2024-05-11,36,5,125.00
2024-05-10,1,1318,86510.00
2024-05-10,2,441,38025.00
2024-05-10,15,178,21695.00
2024-05-10,17,154,18085.00
2024-05-10,45,137,13875.00
2024-05-10,44,156,12780.00
2024-05-10,3,86,10090.00
2024-05-10,20,53,6470.00
2024-05-10,16,40,5940.00
2024-05-10,18,27,4055.00
2024-05-10,46,29,3920.00
2024-05-10,19,11,1630.00
2024-05-10,7,11,1315.00
2024-05-10,4,15,1065.00
2024-05-10,6,6,715.00
2024-05-10,5,8,680.00
2024-05-10,37,10,665.00
2024-05-10,8,3,470.00
2024-05-10,39,4,460.00
2024-05-10,38,4,340.00
2024-05-10,36,6,150.00
2024-05-09,1,1135,74960.00
2024-05-09,2,504,43660.00
2024-05-09,15,141,16840.00
2024-05-09,17,111,13390.00
2024-05-09,44,136,11020.00
2024-05-09,3,88,10320.00
2024-05-09,45,75,7700.00
2024-05-09,20,58,6870.00
2024-05-09,18,33,4960.00
2024-05-09,16,30,4630.00
2024-05-09,46,23,3080.00
2024-05-09,19,13,1885.00
2024-05-09,7,13,1495.00
2024-05-09,4,21,1380.00
2024-05-09,38,7,615.00
2024-05-09,37,9,600.00
2024-05-09,8,4,580.00
2024-05-09,5,4,340.00
2024-05-09,39,1,115.00
2024-05-09,36,2,50.00
2024-05-08,1,870,56850.00
2024-05-08,2,321,27545.00
2024-05-08,15,79,9360.00
2024-05-08,45,92,9325.00
2024-05-08,17,71,8265.00
2024-05-08,3,61,7165.00
2024-05-08,44,68,5680.00
2024-05-08,20,47,5480.00
2024-05-08,18,29,4275.00
2024-05-08,16,24,3550.00
2024-05-08,46,15,2100.00
2024-05-08,19,9,1305.00
2024-05-08,7,8,970.00
2024-05-08,5,11,955.00
2024-05-08,37,10,650.00
2024-05-08,39,5,575.00
2024-05-08,6,4,460.00
2024-05-08,4,6,390.00
2024-05-08,38,4,340.00
2024-05-08,36,2,50.00
2024-05-07,1,999,65520.00
2024-05-07,2,356,30580.00
2024-05-07,15,118,13995.00
2024-05-07,17,117,13680.00
2024-05-07,44,131,10820.00
2024-05-07,45,77,7875.00
2024-05-07,3,58,6795.00
2024-05-07,20,54,6335.00
2024-05-07,18,24,3620.00
2024-05-07,16,21,3185.00
2024-05-07,19,14,2065.00
2024-05-07,46,10,1330.00
2024-05-07,4,14,955.00
2024-05-07,7,6,690.00
2024-05-07,37,9,600.00
2024-05-07,38,7,595.00
2024-05-07,39,4,460.00
2024-05-07,6,3,345.00
2024-05-07,5,4,340.00
2024-05-07,8,2,325.00
2024-05-07,36,7,175.00
2024-05-06,1,1176,76890.00
2024-05-06,2,453,39385.00
2024-05-06,17,143,16870.00
2024-05-06,15,113,13720.00
2024-05-06,45,115,11800.00
2024-05-06,44,133,10940.00
2024-05-06,3,90,10675.00
2024-05-06,20,80,9475.00
2024-05-06,18,32,4815.00
2024-05-06,16,31,4810.00
2024-05-06,19,17,2465.00
2024-05-06,46,16,2110.00
2024-05-06,7,15,1750.00
2024-05-06,37,14,955.00
2024-05-06,8,6,940.00
2024-05-06,4,12,825.00
2024-05-06,38,9,765.00
2024-05-06,5,7,595.00
2024-05-06,6,1,115.00
2024-05-06,39,1,115.00
2024-05-06,36,3,75.00
2024-05-05,1,1434,94050.00
2024-05-05,2,509,44105.00
2024-05-05,17,196,23215.00
2024-05-05,15,155,18500.00
2024-05-05,45,135,13625.00
2024-05-05,3,101,11865.00
2024-05-05,44,118,9540.00
2024-05-05,20,70,8175.00
2024-05-05,18,49,7280.00
2024-05-05,16,41,6120.00
2024-05-05,46,32,4430.00
2024-05-05,19,17,2500.00
2024-05-05,7,16,1840.00
2024-05-05,4,24,1560.00
2024-05-05,37,22,1475.00
2024-05-05,5,11,975.00
2024-05-05,39,6,715.00
2024-05-05,6,6,715.00
2024-05-05,38,7,595.00
2024-05-05,8,3,435.00
2024-05-05,36,3,75.00
2024-05-04,1,1282,84170.00
2024-05-04,2,474,41130.00
2024-05-04,15,156,18665.00
2024-05-04,17,149,17835.00
2024-05-04,45,141,14550.00
2024-05-04,44,168,13620.00
2024-05-04,3,99,11685.00
2024-05-04,20,71,8415.00
2024-05-04,16,37,5785.00
2024-05-04,18,35,5145.00
2024-05-04,46,20,2660.00
2024-05-04,37,22,1460.00
2024-05-04,38,14,1250.00
2024-05-04,7,10,1225.00
2024-05-04,4,12,810.00
2024-05-04,5,9,785.00
2024-05-04,19,5,725.00
2024-05-04,36,6,150.00
2024-05-04,8,1,145.00
2024-05-04,6,1,115.00
2024-05-04,39,1,115.00
2024-05-03,1,1228,80420.00
2024-05-03,2,466,40370.00
2024-05-03,17,143,16870.00
2024-05-03,15,116,14040.00
2024-05-03,45,115,11600.00
2024-05-03,44,131,10780.00
2024-05-03,3,79,9210.00
2024-05-03,20,64,7535.00
2024-05-03,16,32,4780.00
2024-05-03,18,26,3875.00
2024-05-03,46,18,2340.00
2024-05-03,37,20,1315.00
2024-05-03,7,11,1290.00
2024-05-03,4,17,1105.00
2024-05-03,19,7,1015.00
2024-05-03,38,9,845.00
2024-05-03,5,7,595.00
2024-05-03,8,3,435.00
2024-05-03,39,1,140.00
2024-05-03,6,1,115.00
2024-05-03,36,4,100.00
2024-05-02,1,1112,72745.00
2024-05-02,2,362,31370.00
2024-05-02,17,125,14900.00
2024-05-02,15,114,13610.00
2024-05-02,3,84,9935.00
2024-05-02,45,96,9875.00
2024-05-02,44,103,8440.00
2024-05-02,16,42,6475.00
2024-05-02,18,41,6365.00
2024-05-02,20,44,5260.00
2024-05-02,46,20,2690.00
2024-05-02,4,23,1510.00
2024-05-02,37,18,1170.00
2024-05-02,5,13,1125.00
2024-05-02,7,9,1060.00
2024-05-02,19,6,905.00
2024-05-02,38,7,595.00
2024-05-02,8,4,580.00
2024-05-02,6,3,345.00
2024-05-02,39,1,115.00
2024-05-02,36,3,75.00
2024-05-01,1,1241,81490.00
2024-05-01,2,383,33115.00
2024-05-01,17,173,20520.00
2024-05-01,15,144,17235.00
2024-05-01,45,139,14075.00
2024-05-01,44,155,12640.00
2024-05-01,3,80,9375.00
2024-05-01,20,63,7545.00
2024-05-01,16,35,5565.00
2024-05-01,18,32,4815.00
2024-05-01,46,25,3370.00
2024-05-01,19,12,1740.00
2024-05-01,7,11,1315.00
2024-05-01,37,16,1115.00
2024-05-01,8,6,940.00
2024-05-01,6,5,625.00
2024-05-01,5,6,510.00
2024-05-01,38,5,445.00
2024-05-01,4,4,260.00
2024-05-01,39,1,115.00
2024-05-01,36,1,25.00
2024-04-30,1,1445,95590.00
2024-04-30,2,514,44970.00
2024-04-30,17,163,19245.00
2024-04-30,15,133,15995.00
2024-04-30,45,117,12075.00
2024-04-30,3,98,11495.00
2024-04-30,44,137,11200.00
2024-04-30,20,63,7345.00
2024-04-30,18,31,4635.00
2024-04-30,16,23,3510.00
2024-04-30,46,19,2560.00
2024-04-30,19,15,2245.00
2024-04-30,7,15,1750.00
2024-04-30,8,9,1375.00
2024-04-30,37,19,1250.00
2024-04-30,4,16,1055.00
2024-04-30,5,11,935.00
2024-04-30,38,9,765.00
2024-04-30,6,2,230.00
2024-04-30,36,1,25.00
2024-04-29,1,1099,72080.00
2024-04-29,2,436,37600.00
2024-04-29,17,118,13820.00
2024-04-29,15,113,13720.00
2024-04-29,44,138,11200.00
2024-04-29,45,92,9300.00
2024-04-29,3,78,9195.00
2024-04-29,20,71,8290.00
2024-04-29,16,33,4925.00
2024-04-29,18,27,3950.00
2024-04-29,46,23,3110.00
2024-04-29,7,13,1520.00
2024-04-29,4,18,1185.00
2024-04-29,19,8,1160.00
2024-04-29,37,13,890.00
2024-04-29,38,8,680.00
2024-04-29,5,7,655.00
2024-04-29,6,5,600.00
2024-04-29,8,1,145.00
2024-04-29,39,1,115.00
2024-04-29,36,4,100.00
2024-04-28,1,1464,96525.00
2024-04-28,2,512,44620.00
2024-04-28,15,181,21865.00
2024-04-28,17,165,19450.00
2024-04-28,3,127,15030.00
2024-04-28,44,179,14720.00
2024-04-28,45,139,14225.00
2024-04-28,20,59,6910.00
2024-04-28,16,41,6225.00
2024-04-28,18,39,5865.00
2024-04-28,46,29,3860.00
2024-04-28,19,15,2280.00
2024-04-28,4,25,1655.00
2024-04-28,7,11,1290.00
2024-04-28,37,19,1265.00
2024-04-28,6,7,805.00
2024-04-28,8,3,505.00
2024-04-28,5,5,445.00
2024-04-28,38,4,340.00
2024-04-28,39,1,115.00
2024-04-28,36,3,75.00
2024-04-27,1,1435,94475.00
2024-04-27,2,458,39550.00
2024-04-27,17,150,17575.00
2024-04-27,15,142,16905.00
2024-04-27,44,164,13600.00
2024-04-27,45,127,12875.00
2024-04-27,3,79,9385.00
2024-04-27,20,67,7905.00
2024-04-27,16,43,6340.00
2024-04-27,18,27,3915.00
2024-04-27,46,20,2660.00
2024-04-27,37,37,2420.00
2024-04-27,19,14,2030.00
2024-04-27,4,28,1880.00
2024-04-27,38,13,1105.00
2024-04-27,7,9,1085.00
2024-04-27,5,10,870.00
2024-04-27,8,3,435.00
2024-04-27,6,2,230.00
2024-04-27,36,5,125.00
2024-04-26,1,1287,84645.00
2024-04-26,2,501,43525.00
2024-04-26,17,144,17060.00
2024-04-26,15,126,15115.00
2024-04-26,45,124,12775.00
2024-04-26,3,107,12630.00
2024-04-26,44,123,10260.00
2024-04-26,20,68,7970.00
2024-04-26,16,36,5500.00
2024-04-26,18,35,5215.00
2024-04-26,46,23,3080.00
2024-04-26,7,14,1635.00
2024-04-26,19,8,1160.00
2024-04-26,37,17,1135.00
2024-04-26,4,15,975.00
2024-04-26,38,10,890.00
2024-04-26,5,7,635.00
2024-04-26,39,3,345.00
2024-04-26,8,2,325.00
2024-04-26,6,2,230.00
2024-04-26,36,2,50.00
2024-04-25,1,1123,73835.00
2024-04-25,2,404,34920.00
2024-04-25,17,145,17175.00
2024-04-25,15,136,16440.00
2024-04-25,44,129,10560.00
2024-04-25,3,85,10050.00
2024-04-25,45,93,9425.00
2024-04-25,20,46,5465.00
2024-04-25,18,36,5290.00
2024-04-25,16,29,4555.00
2024-04-25,46,15,1980.00
2024-04-25,37,18,1185.00
2024-04-25,7,9,1060.00
2024-04-25,19,6,870.00
2024-04-25,4,8,520.00
2024-04-25,5,5,445.00
2024-04-25,38,3,255.00
2024-04-25,39,2,230.00
2024-04-25,8,1,145.00
2024-04-25,6,1,115.00
2024-04-25,36,3,75.00
2024-04-24,1,1069,69950.00
2024-04-24,2,385,33285.00
2024-04-24,17,153,18170.00
2024-04-24,15,113,13745.00
2024-04-24,44,119,9860.00
2024-04-24,45,90,9275.00
2024-04-24,3,52,6230.00
2024-04-24,20,52,5980.00
2024-04-24,18,37,5400.00
2024-04-24,16,31,4600.00
2024-04-24,46,17,2240.00
2024-04-24,19,12,1775.00
2024-04-24,7,14,1710.00
2024-04-24,37,25,1625.00
2024-04-24,4,10,680.00
2024-04-24,6,5,625.00
2024-04-24,5,7,595.00
2024-04-24,38,7,595.00
2024-04-24,8,4,580.00
2024-04-24,39,1,115.00
2024-04-24,36,3,75.00
2024-04-23,1,1014,66360.00
2024-04-23,2,305,26445.00
2024-04-23,15,142,17205.00
2024-04-23,17,116,13640.00
2024-04-23,44,105,8620.00
2024-04-23,3,66,7865.00
2024-04-23,45,75,7625.00
2024-04-23,20,60,7050.00
2024-04-23,16,29,4415.00
2024-04-23,18,25,3800.00
2024-04-23,46,18,2400.00
2024-04-23,7,13,1695.00
2024-04-23,19,8,1160.00
2024-04-23,4,13,875.00
2024-04-23,37,11,715.00
2024-04-23,8,4,615.00
2024-04-23,5,4,340.00
2024-04-23,38,4,340.00
2024-04-23,39,2,255.00
2024-04-23,6,1,140.00
2024-04-23,36,1,25.00
2024-04-22,1,835,54710.00
2024-04-22,2,278,24090.00
2024-04-22,15,87,10255.00
2024-04-22,17,87,10255.00
2024-04-22,45,95,9675.00
2024-04-22,44,86,7000.00
2024-04-22,3,52,6105.00
2024-04-22,20,51,5965.00
2024-04-22,16,28,4270.00
2024-04-22,18,12,1740.00
2024-04-22,19,11,1595.00
2024-04-22,46,11,1430.00
2024-04-22,4,17,1105.00
2024-04-22,7,6,740.00
2024-04-22,37,10,650.00
2024-04-22,8,3,435.00
2024-04-22,5,3,255.00
2024-04-22,38,2,170.00
2024-04-22,6,1,115.00
2024-04-21,1,1166,76615.00
2024-04-21,2,416,36240.00
2024-04-21,15,180,21600.00
2024-04-21,17,126,14765.00
2024-04-21,45,127,12900.00
2024-04-21,44,124,10200.00
2024-04-21,3,81,9665.00
2024-04-21,20,65,7700.00
2024-04-21,18,47,7095.00
2024-04-21,16,25,3940.00
2024-04-21,46,20,2780.00
2024-04-21,19,12,1810.00
2024-04-21,4,23,1525.00
2024-04-21,7,13,1520.00
2024-04-21,37,17,1105.00
2024-04-21,38,12,1020.00
2024-04-21,5,8,720.00
2024-04-21,8,4,615.00
2024-04-21,39,5,600.00
2024-04-21,6,1,140.00
2024-04-21,36,2,50.00
2024-04-20,1,1470,97065.00
2024-04-20,2,509,43985.00
2024-04-20,15,145,17250.00
2024-04-20,17,131,15440.00
2024-04-20,45,139,14575.00
2024-04-20,3,109,12935.00
